년도,월,일,사용분야,수입지출여부,금액,총금액
2023,10,6,쇼핑,수입,6006,229558
2020,5,24,식사,지출,3513,226045
2020,5,12,여행,지출,1454,224591
2023,3,23,MT,지출,4768,219823
2020,3,9,여행,수입,3828,223651
2022,4,25,식사,수입,4134,227785
2020,3,23,MT,지출,6621,221164
2021,2,5,여행,수입,5824,226988
2020,2,23,식사,수입,3655,230643
2021,9,7,쇼핑,수입,2503,233146
2020,3,3,식사,수입,6119,239265
2022,2,20,쇼핑,수입,2380,241645
2022,4,12,쇼핑,수입,5634,247279
2020,11,26,MT,지출,6623,240656
2022,11,2,쇼핑,수입,3000,243656
2021,5,24,체육대회,수입,9653,253309
2020,3,23,MT,지출,6247,247062
2020,6,3,쇼핑,지출,4614,242448
2020,7,8,식사,지출,8316,234132
2023,3,1,여행,수입,7714,241846
2022,10,29,체육대회,지출,5664,236182
2021,3,30,식사,지출,3076,233106
2020,11,13,체육대회,수입,3008,236114
2020,7,12,여행,수입,8493,244607
2023,6,4,쇼핑,수입,9666,254273
2021,3,23,쇼핑,수입,7333,261606
2021,5,18,쇼핑,수입,9008,270614
2021,3,16,쇼핑,지출,6690,263924
2020,4,11,여행,수입,4647,268571
2020,8,24,체육대회,지출,8805,259766
2022,9,24,쇼핑,지출,9460,250306
2023,9,16,여행,지출,4623,245683
2023,12,18,MT,수입,1547,247230
2021,10,11,여행,수입,2991,250221
2021,12,16,체육대회,지출,3505,246716
2022,7,26,여행,지출,1638,245078
2023,9,12,쇼핑,지출,7855,237223
2023,12,4,체육대회,지출,6484,230739
2023,2,2,체육대회,수입,7085,237824
2020,11,27,여행,수입,9194,247018
2021,11,26,식사,수입,4753,251771
2020,2,27,체육대회,수입,9354,261125
2023,7,8,여행,지출,1745,259380
2020,8,27,쇼핑,지출,1708,257672
2022,5,9,여행,수입,4123,261795
2020,12,17,여행,지출,5209,256586
2023,4,21,쇼핑,수입,2810,259396
2023,1,7,체육대회,지출,1913,257483
2023,10,20,식사,수입,5760,263243
2023,5,17,체육대회,수입,8334,271577
2020,10,14,체육대회,수입,3837,275414
2020,6,1,식사,지출,7420,267994
2023,9,27,쇼핑,수입,1321,269315
2021,12,27,쇼핑,수입,2298,271613
2021,10,3,식사,수입,2757,274370
2020,8,1,체육대회,지출,2126,272244
2021,6,26,쇼핑,지출,4262,267982
2020,8,6,쇼핑,수입,3649,271631
2021,7,29,체육대회,수입,8075,279706
2020,1,2,MT,수입,8402,288108
2021,9,10,MT,수입,3981,292089
2020,2,6,여행,수입,2628,294717
2020,9,15,쇼핑,수입,6592,301309
2022,2,18,여행,지출,8128,293181
2023,5,9,여행,수입,7523,300704
2022,4,4,여행,지출,8661,292043
2020,4,7,여행,지출,3139,288904
2022,3,10,쇼핑,지출,4669,284235
2021,4,15,식사,지출,8604,275631
2022,2,13,MT,지출,1645,273986
2022,12,25,쇼핑,지출,8874,265112
2021,7,12,MT,수입,8262,273374
2023,3,5,여행,수입,9820,283194
2020,1,6,MT,지출,4126,279068
2022,9,4,체육대회,지출,2088,276980
2023,4,11,체육대회,지출,4365,272615
2021,6,22,여행,수입,6235,278850
2023,8,21,MT,지출,5097,273753
2022,12,10,쇼핑,수입,4962,278715
2022,3,18,식사,수입,9029,287744
2023,8,9,식사,지출,3761,283983
2023,9,24,식사,지출,8904,275079
2022,8,8,체육대회,지출,7290,267789
2023,2,3,식사,지출,1332,266457
2020,3,1,MT,지출,7564,258893
2023,6,26,체육대회,지출,2514,256379
2023,12,4,여행,지출,7398,248981
2020,1,23,식사,지출,5006,243975
2021,7,16,체육대회,수입,9103,253078
2020,2,26,MT,지출,7311,245767
2023,12,13,체육대회,지출,4328,241439
2020,4,14,식사,수입,5723,247162
2022,7,18,여행,수입,3838,251000
2020,4,8,MT,수입,1676,252676
2020,5,17,여행,수입,1741,254417
2022,11,23,여행,지출,6689,247728
2020,10,14,여행,수입,7930,255658
2022,6,15,여행,수입,1907,257565
2023,2,20,MT,수입,4688,262253
2021,3,31,여행,지출,2242,260011
2022,3,27,식사,수입,5756,265767
2020,11,30,식사,수입,2737,268504
2021,10,15,체육대회,수입,7813,276317
2022,2,11,쇼핑,수입,7351,283668
2022,10,23,쇼핑,수입,3746,287414
2020,2,4,식사,지출,8270,279144
2021,12,7,MT,지출,7037,272107
2021,6,6,쇼핑,수입,7123,279230
2023,7,13,쇼핑,수입,7807,287037
2023,8,1,MT,지출,1935,285102
2023,5,3,MT,수입,2057,287159
2020,4,2,여행,지출,9510,277649
2022,8,17,MT,지출,8516,269133
2020,6,4,쇼핑,수입,4171,273304
2022,7,16,식사,지출,9916,263388
2020,8,13,식사,수입,5559,268947
2020,10,16,체육대회,지출,4296,264651
2020,1,27,식사,수입,1831,266482
2021,6,30,쇼핑,수입,1814,268296
2020,10,10,쇼핑,지출,3013,265283
2021,12,23,여행,수입,5903,271186
2023,12,12,체육대회,수입,4458,275644
2023,5,8,쇼핑,수입,6842,282486
2023,6,27,여행,지출,7721,274765
2021,3,4,여행,지출,8803,265962
2021,11,22,식사,지출,8331,257631
2021,12,8,체육대회,지출,9419,248212
2022,1,3,체육대회,지출,8616,239596
2023,7,2,여행,수입,9932,249528
2020,9,27,여행,지출,7185,242343
2021,5,13,MT,지출,8649,233694
2020,2,19,쇼핑,지출,9287,224407
2023,2,2,쇼핑,수입,7990,232397
2023,8,9,체육대회,지출,4582,227815
2022,11,9,여행,수입,1148,228963
2023,3,8,식사,지출,5375,223588
2021,11,15,식사,수입,2346,225934
2020,11,30,여행,지출,3778,222156
2021,9,19,식사,수입,9744,231900
2021,11,1,여행,지출,5753,226147
2022,5,14,식사,수입,9291,235438
2020,10,17,MT,지출,1544,233894
2023,12,19,식사,수입,1649,235543
2021,2,15,체육대회,수입,6993,242536
2022,6,23,식사,수입,2518,245054
2023,6,16,MT,수입,7427,252481
2022,1,2,체육대회,지출,3092,249389
2021,10,4,여행,수입,2482,251871
2021,3,1,식사,지출,1506,250365
2020,11,6,MT,지출,9849,240516
2020,7,26,식사,지출,3596,236920
2020,10,1,여행,수입,8677,245597
2020,7,3,여행,수입,1301,246898
2023,4,4,체육대회,지출,9020,237878
2020,5,9,MT,수입,6808,244686
2023,2,6,여행,수입,4115,248801
2020,10,23,체육대회,수입,8334,257135
2020,11,24,여행,수입,4415,261550
2020,11,5,쇼핑,수입,7047,268597
2022,12,7,여행,수입,2086,270683
2022,4,5,식사,수입,7437,278120
2023,2,17,MT,수입,9209,287329
2022,1,14,식사,수입,2525,289854
2023,10,28,여행,수입,6464,296318
2020,1,26,체육대회,수입,3536,299854
2021,8,20,쇼핑,수입,6723,306577
2023,9,5,식사,지출,9706,296871
2022,7,30,식사,수입,6782,303653
2021,7,18,식사,지출,7333,296320
2022,3,25,식사,지출,4742,291578
2022,8,10,쇼핑,수입,2556,294134
2023,12,31,쇼핑,수입,2809,296943
2020,8,10,체육대회,수입,4405,301348
2021,10,5,MT,수입,7127,308475
2020,9,3,쇼핑,수입,8405,316880
2021,5,19,여행,지출,4995,311885
2021,11,7,MT,지출,6152,305733
2020,2,19,식사,수입,8790,314523
2022,6,24,MT,지출,4181,310342
2022,6,28,MT,수입,2101,312443
2023,10,11,여행,수입,7150,319593
2022,8,6,체육대회,지출,7714,311879
2022,8,9,체육대회,수입,7791,319670
2023,7,3,쇼핑,지출,4614,315056
2021,12,31,쇼핑,지출,1484,313572
2023,1,5,식사,수입,1542,315114
2022,1,23,쇼핑,수입,3517,318631
2023,11,29,체육대회,지출,9725,308906
2023,7,11,체육대회,지출,9192,299714
2023,10,13,쇼핑,지출,7122,292592
2023,11,13,MT,지출,7973,284619
2020,7,10,쇼핑,수입,5290,289909
2020,12,22,MT,지출,9031,280878
2023,10,22,여행,수입,6810,287688
2022,6,26,여행,수입,2941,290629
2022,2,18,쇼핑,지출,9217,281412
2023,3,25,여행,지출,1952,279460
2020,8,29,쇼핑,지출,3898,275562
2021,4,26,식사,수입,9176,284738
2021,7,13,쇼핑,수입,3135,287873
2021,11,28,여행,수입,4836,292709
2021,4,19,식사,수입,4097,296806
2023,3,29,식사,지출,4240,292566
2020,8,2,여행,지출,8906,283660
2020,1,30,쇼핑,지출,3488,280172
2022,10,30,여행,지출,4550,275622
2020,2,10,쇼핑,수입,4810,280432
2021,5,29,체육대회,지출,6237,274195
2021,10,6,식사,수입,6738,280933
2020,1,1,체육대회,수입,9585,290518
2021,3,14,식사,지출,5824,284694
2023,6,8,쇼핑,수입,9175,293869
2023,4,9,여행,수입,5663,299532
2023,10,27,쇼핑,수입,5148,304680
2020,4,14,체육대회,지출,1342,303338
2021,10,26,식사,수입,7807,311145
2022,3,6,MT,지출,7796,303349
2021,6,3,MT,수입,8308,311657
2022,4,21,식사,지출,3063,308594
2023,2,21,체육대회,수입,6150,314744
2021,5,10,식사,지출,6704,308040
2020,3,15,체육대회,수입,2262,310302
2022,10,15,식사,수입,6965,317267
2020,1,2,체육대회,수입,8893,326160
2023,1,22,여행,지출,1241,324919
2022,5,19,식사,수입,7232,332151
2022,8,25,쇼핑,수입,4154,336305
2022,2,22,식사,수입,7998,344303
2021,11,11,식사,지출,5504,338799
2021,8,21,식사,지출,5406,333393
2020,5,18,체육대회,수입,3559,336952
2023,4,3,쇼핑,수입,1849,338801
2023,11,20,쇼핑,지출,8224,330577
2020,4,11,체육대회,수입,7230,337807
2021,11,23,식사,수입,8599,346406
2023,12,21,쇼핑,수입,5532,351938
2023,7,6,쇼핑,수입,6794,358732
2020,8,12,식사,수입,4182,362914
2023,11,22,쇼핑,수입,1799,364713
2020,8,6,체육대회,지출,9206,355507
2022,4,11,여행,지출,5397,350110
2023,11,14,여행,수입,7439,357549
2021,2,10,여행,지출,8203,349346
2023,3,23,체육대회,수입,3695,353041
2020,1,21,체육대회,지출,7921,345120
2021,6,15,식사,지출,9464,335656
2022,1,4,체육대회,지출,7667,327989
2023,7,31,체육대회,지출,5276,322713
2022,2,17,식사,수입,1713,324426
2023,1,20,체육대회,수입,4115,328541
2022,5,4,쇼핑,수입,3660,332201
2021,12,21,MT,수입,6911,339112
2023,10,9,MT,지출,3918,335194
2021,8,16,체육대회,지출,1527,333667
2021,3,13,MT,수입,1741,335408
2020,12,20,쇼핑,지출,9027,326381
2022,5,12,체육대회,지출,4644,321737
2022,11,5,여행,수입,5270,327007
2021,7,8,체육대회,수입,7908,334915
2023,2,20,체육대회,수입,5051,339966
2020,6,24,쇼핑,지출,1354,338612
2022,8,17,식사,지출,5172,333440
2021,2,4,쇼핑,지출,5552,327888
2020,5,6,MT,지출,4256,323632
2021,8,11,여행,지출,9372,314260
2023,6,16,쇼핑,지출,9225,305035
2021,4,20,여행,지출,5357,299678
2020,10,12,식사,수입,9812,309490
2021,2,20,체육대회,지출,4025,305465
2021,2,21,식사,지출,7966,297499
2020,11,14,쇼핑,지출,4105,293394
2021,1,15,식사,수입,6485,299879
2022,12,16,체육대회,지출,3940,295939
2021,1,18,식사,수입,1797,297736
2020,12,11,MT,지출,5787,291949
2021,12,29,여행,지출,3612,288337
2023,8,12,식사,수입,1230,289567
2023,8,15,MT,수입,6097,295664
2020,3,6,식사,지출,5977,289687
2020,12,24,식사,지출,4389,285298
2023,12,21,쇼핑,지출,2042,283256
2021,10,7,체육대회,지출,1984,281272
2023,7,26,여행,수입,9751,291023
2022,2,26,여행,지출,2455,288568
2022,4,20,체육대회,지출,7338,281230
2021,9,15,여행,지출,5027,276203
2023,12,9,MT,지출,8329,267874
2020,1,3,MT,지출,9939,257935
2020,7,24,여행,지출,5316,252619
2021,6,5,여행,수입,7621,260240
2023,7,28,여행,지출,6982,253258
2022,3,17,MT,수입,1955,255213
2023,7,27,식사,지출,4287,250926
2022,4,20,MT,지출,6344,244582
2023,1,20,식사,수입,8354,252936
2023,2,9,MT,지출,7309,245627
2020,12,18,체육대회,수입,4773,250400
2022,8,10,체육대회,수입,3181,253581
2023,4,13,쇼핑,수입,2308,255889
2022,2,23,체육대회,지출,9751,246138
2020,3,29,MT,수입,8615,254753
2021,8,7,식사,지출,6829,247924
2020,5,28,식사,지출,5533,242391
2023,3,2,쇼핑,지출,2399,239992
2021,1,26,MT,수입,7434,247426
2023,5,24,식사,수입,7255,254681
2023,10,13,식사,수입,2456,257137
2021,6,21,식사,수입,8570,265707
2020,8,12,여행,수입,9131,274838
2022,8,12,식사,지출,9712,265126
2023,1,30,체육대회,지출,3618,261508
2020,3,8,식사,수입,9827,271335
2020,8,14,쇼핑,지출,3142,268193
2022,12,19,쇼핑,수입,6436,274629
2022,1,6,식사,수입,3715,278344
2022,12,25,쇼핑,수입,7020,285364
2021,7,3,체육대회,지출,1098,284266
2020,6,8,쇼핑,수입,4626,288892
2023,2,6,식사,지출,8093,280799
2021,8,31,MT,지출,7176,273623
2022,7,11,식사,수입,7413,281036
2020,8,2,식사,지출,2121,278915
2020,10,18,체육대회,지출,9699,269216
2020,8,25,식사,지출,9825,259391
2020,12,9,여행,수입,5166,264557
2021,1,1,쇼핑,수입,9471,274028
2021,12,31,쇼핑,수입,1034,275062
2022,12,17,체육대회,지출,4579,270483
2022,11,25,쇼핑,지출,4286,266197
2020,11,14,쇼핑,수입,5220,271417
2023,2,21,여행,수입,6102,277519
2022,8,15,식사,지출,6682,270837
2021,5,27,여행,지출,8134,262703
2022,4,28,MT,지출,6923,255780
2023,10,18,쇼핑,수입,3953,259733
2021,1,13,여행,수입,8076,267809
2020,5,20,체육대회,지출,6108,261701
2020,4,30,식사,지출,5686,256015
2021,8,22,체육대회,수입,2640,258655
2022,3,10,식사,수입,5434,264089
2021,12,25,쇼핑,지출,2316,261773
2021,7,14,여행,지출,2248,259525
2020,1,31,여행,수입,7961,267486
2021,3,12,쇼핑,수입,5836,273322
2023,1,28,식사,지출,1248,272074
2020,3,21,식사,지출,9894,262180
2020,7,17,체육대회,지출,8027,254153
2022,12,3,쇼핑,지출,9552,244601
2020,2,19,쇼핑,지출,6449,238152
2023,5,17,쇼핑,지출,1152,237000
2023,3,4,체육대회,지출,5460,231540
2023,4,18,여행,지출,7492,224048
2022,6,7,식사,지출,8890,215158
2020,10,21,여행,지출,8431,206727
2022,12,11,체육대회,수입,8731,215458
2022,3,11,MT,수입,9969,225427
2021,8,20,식사,수입,6098,231525
2022,3,13,MT,지출,4761,226764
2023,1,10,여행,수입,2941,229705
2022,4,9,체육대회,지출,5516,224189
2021,9,27,쇼핑,지출,6497,217692
2023,3,23,여행,수입,3143,220835
2023,11,6,체육대회,지출,2037,218798
2023,1,20,MT,수입,1219,220017
2021,9,4,여행,지출,2125,217892
2023,8,11,여행,지출,6715,211177
2022,5,11,쇼핑,지출,3238,207939
2023,9,17,식사,지출,4535,203404
2020,10,24,체육대회,지출,3270,200134
2022,12,22,쇼핑,지출,6217,193917
2021,4,22,식사,지출,8714,185203
2020,8,1,쇼핑,지출,1246,183957
2022,7,14,체육대회,수입,6717,190674
2021,9,16,체육대회,지출,7513,183161
2022,11,4,식사,지출,2968,180193
2023,10,8,MT,지출,7342,172851
2023,3,6,식사,수입,8268,181119
2020,7,24,MT,지출,4802,176317
2022,11,9,쇼핑,수입,6893,183210
2020,12,1,쇼핑,지출,3827,179383
2021,9,26,식사,수입,6873,186256
2020,5,12,MT,지출,4834,181422
2023,11,1,MT,지출,2883,178539
2023,5,13,MT,지출,1188,177351
2023,10,5,여행,수입,9855,187206
2022,11,2,쇼핑,수입,9941,197147
2022,12,19,체육대회,수입,2653,199800
2022,11,11,쇼핑,수입,6286,206086
2020,8,14,쇼핑,수입,8574,214660
2020,9,2,쇼핑,지출,7447,207213
2022,3,17,식사,지출,9308,197905
2023,8,3,식사,수입,4030,201935
2022,10,31,쇼핑,수입,8861,210796
2023,7,22,MT,수입,8047,218843
2022,2,17,MT,지출,5059,213784
2023,6,3,MT,지출,3531,210253
2021,6,14,쇼핑,수입,5986,216239
2021,7,22,체육대회,수입,9241,225480
2023,4,20,체육대회,수입,6046,231526
2020,10,13,식사,수입,2110,233636
2021,1,15,MT,지출,6397,227239
2021,9,19,식사,수입,4494,231733
2023,12,31,식사,수입,4746,236479
2021,1,7,여행,수입,7188,243667
2023,7,2,체육대회,지출,3773,239894
2023,2,1,MT,수입,4548,244442
2022,6,14,쇼핑,수입,9322,253764
2023,5,25,여행,지출,7833,245931
2023,9,12,여행,수입,9778,255709
2022,1,13,쇼핑,지출,1250,254459
2023,2,5,여행,지출,8258,246201
2021,9,30,체육대회,수입,3896,250097
2023,7,17,여행,수입,5847,255944
2023,8,21,쇼핑,수입,2736,258680
2021,5,2,식사,지출,7144,251536
2022,9,27,여행,수입,5453,256989
2022,11,8,쇼핑,수입,3633,260622
2020,3,18,식사,지출,4228,256394
2022,12,21,여행,수입,7096,263490
2023,6,19,체육대회,수입,8806,272296
2023,4,26,여행,수입,3689,275985
2021,9,6,MT,수입,4021,280006
2023,8,6,MT,지출,6086,273920
2021,8,9,식사,지출,3096,270824
2022,9,9,여행,수입,4661,275485
2023,5,26,여행,지출,4128,271357
2020,4,27,MT,수입,5586,276943
2020,11,18,여행,수입,9110,286053
2022,2,16,체육대회,지출,7936,278117
2020,2,10,식사,수입,7966,286083
2023,10,21,체육대회,수입,6726,292809
2021,7,20,여행,수입,3318,296127
2021,6,30,쇼핑,수입,6106,302233
2023,9,9,식사,지출,3411,298822
2023,11,23,식사,수입,4434,303256
2020,12,15,식사,수입,7124,310380
2021,10,12,MT,지출,7681,302699
2023,3,7,MT,지출,5666,297033
2021,4,27,쇼핑,수입,6404,303437
2023,8,22,여행,지출,2848,300589
2022,9,24,여행,지출,1649,298940
2022,7,12,여행,지출,9383,289557
2022,11,8,쇼핑,수입,4819,294376
2022,6,27,MT,지출,5654,288722
2023,11,27,체육대회,수입,9243,297965
2020,3,14,여행,수입,3884,301849
2020,10,31,여행,지출,8630,293219
2021,4,13,쇼핑,지출,9896,283323
2021,4,24,쇼핑,수입,7748,291071
2020,6,1,체육대회,지출,5110,285961
2023,2,18,여행,수입,7989,293950
2020,12,30,여행,지출,7123,286827
2022,1,22,식사,수입,3709,290536
2020,1,14,MT,지출,1495,289041
2022,1,23,여행,지출,7858,281183
2020,5,12,식사,수입,7474,288657
2020,2,26,여행,지출,2790,285867
2021,8,13,여행,수입,5392,291259
2022,9,26,여행,지출,5148,286111
2022,6,4,쇼핑,수입,5227,291338
2023,3,20,MT,지출,2154,289184
2020,11,3,식사,지출,7490,281694
2021,10,16,체육대회,지출,1705,279989
2023,3,31,쇼핑,수입,1461,281450
2021,1,6,체육대회,수입,2970,284420
2021,4,5,식사,지출,6806,277614
2023,10,14,체육대회,지출,6532,271082
2022,9,25,식사,지출,1817,269265
2022,7,3,MT,수입,5190,274455
2023,8,1,여행,지출,8388,266067
2022,5,28,체육대회,수입,8616,274683
2023,2,10,쇼핑,지출,5207,269476
2020,6,21,체육대회,수입,6699,276175
2020,1,2,MT,수입,5154,281329
2021,12,2,쇼핑,지출,9676,271653
2022,8,30,여행,수입,4396,276049
2020,1,7,쇼핑,지출,9038,267011
2020,1,31,쇼핑,수입,4258,271269
2022,2,24,체육대회,수입,3559,274828
2020,4,6,체육대회,수입,6442,281270
2023,10,10,체육대회,수입,7614,288884
2022,8,31,체육대회,수입,9033,297917
2023,3,22,MT,지출,3417,294500
2023,7,3,체육대회,수입,1904,296404
2020,11,22,쇼핑,지출,9582,286822
2022,9,17,체육대회,수입,4766,291588
2020,2,28,쇼핑,수입,6038,297626
2020,1,9,여행,지출,5821,291805
2021,9,16,식사,수입,3937,295742
2020,12,14,MT,지출,9544,286198
2023,1,9,MT,지출,3387,282811
2022,11,25,쇼핑,수입,3030,285841
2023,1,20,MT,지출,6320,279521
2020,11,11,쇼핑,지출,1127,278394
2021,6,26,체육대회,수입,2541,280935
2023,6,10,식사,지출,9171,271764
2021,10,29,체육대회,수입,7671,279435
2020,1,28,체육대회,지출,4772,274663
2020,6,22,쇼핑,지출,6519,268144
2022,5,11,여행,수입,5354,273498
2021,3,26,체육대회,수입,6709,280207
2022,2,20,MT,지출,5214,274993
2021,9,19,체육대회,지출,2131,272862
2023,11,28,식사,수입,8300,281162
2021,2,28,쇼핑,수입,4498,285660
2020,6,12,MT,수입,3046,288706
2023,12,6,체육대회,수입,3018,291724
2022,2,22,식사,지출,3601,288123
2023,1,28,여행,수입,2127,290250
2023,7,4,여행,수입,7074,297324
2020,9,29,식사,수입,8093,305417
2023,9,29,식사,지출,9082,296335
2023,11,16,식사,수입,2529,298864
2022,5,31,MT,지출,8545,290319
2021,3,19,식사,지출,3853,286466
2021,11,22,쇼핑,수입,4014,290480
2020,10,29,여행,수입,2175,292655
2023,8,28,MT,수입,4893,297548
2022,4,5,체육대회,지출,6015,291533
2022,11,20,쇼핑,수입,7390,298923
2020,1,20,여행,수입,7384,306307
2021,4,4,쇼핑,지출,6795,299512
2020,9,26,체육대회,지출,4099,295413
2022,1,21,식사,수입,8187,303600
2023,11,2,MT,수입,1253,304853
2020,12,13,식사,수입,1149,306002
2023,11,24,MT,수입,5524,311526
2022,2,23,식사,지출,2150,309376
2020,5,13,MT,수입,3501,312877
2023,4,4,쇼핑,지출,5775,307102
2023,2,20,쇼핑,수입,1792,308894
2022,3,7,쇼핑,수입,8978,317872
2022,10,20,여행,지출,5032,312840
2023,7,4,MT,지출,6056,306784
2022,1,8,식사,지출,3781,303003
2021,1,22,식사,지출,9100,293903
2021,10,11,체육대회,지출,5447,288456
2020,6,3,체육대회,지출,9324,279132
2023,1,22,MT,지출,9182,269950
2023,8,20,MT,수입,5317,275267
2023,11,23,체육대회,수입,2324,277591
2023,10,4,식사,수입,8707,286298
2022,9,25,체육대회,지출,5139,281159
2020,8,24,MT,수입,6051,287210
2020,5,1,체육대회,지출,8407,278803
2023,12,28,여행,수입,9677,288480
2020,9,16,쇼핑,지출,3944,284536
2021,8,7,MT,수입,7536,292072
2023,8,9,식사,지출,7937,284135
2022,5,2,쇼핑,수입,8911,293046
2021,10,21,MT,수입,9842,302888
2022,12,27,여행,수입,2129,305017
2020,1,6,쇼핑,수입,5541,310558
2021,11,8,체육대회,수입,6374,316932
2022,10,3,여행,지출,7222,309710
2021,1,14,체육대회,수입,7052,316762
2021,8,25,식사,지출,9531,307231
2021,3,6,쇼핑,수입,5651,312882
2023,8,31,체육대회,수입,5408,318290
2023,4,14,여행,지출,5180,313110
2021,2,28,쇼핑,지출,7548,305562
2021,7,5,식사,수입,1308,306870
2021,4,22,여행,지출,1746,305124
2022,2,24,체육대회,수입,1400,306524
2022,5,23,MT,수입,4243,310767
2020,1,20,여행,수입,6404,317171
2022,5,3,여행,지출,7125,310046
2021,7,29,MT,수입,8627,318673
2021,5,25,여행,지출,9323,309350
2020,6,26,식사,수입,4011,313361
2021,3,16,식사,지출,8818,304543
2020,4,13,체육대회,수입,4664,309207
2021,5,17,체육대회,수입,3334,312541
2021,6,7,쇼핑,지출,7067,305474
2022,2,21,식사,지출,5532,299942
2022,2,22,식사,지출,3554,296388
2023,6,19,MT,수입,1416,297804
2022,9,12,여행,수입,8420,306224
2020,11,4,MT,지출,9671,296553
2020,2,29,MT,지출,2290,294263
2021,12,22,식사,지출,9220,285043
2021,9,5,쇼핑,수입,5956,290999
2022,11,25,식사,수입,8460,299459
2022,11,26,체육대회,수입,4440,303899
2021,3,5,쇼핑,수입,8804,312703
2023,10,13,MT,수입,4357,317060
2021,3,30,체육대회,지출,9406,307654
2023,11,2,체육대회,지출,5375,302279
2023,4,25,체육대회,지출,9822,292457
2023,4,2,식사,지출,7067,285390
2020,10,1,체육대회,수입,4520,289910
2022,4,27,쇼핑,수입,9676,299586
2022,3,4,MT,지출,1565,298021
2020,5,12,MT,수입,1747,299768
2023,11,11,체육대회,수입,6449,306217
2022,7,26,식사,지출,3053,303164
2021,6,1,여행,지출,9601,293563
2020,1,12,식사,수입,8538,302101
2021,3,8,체육대회,지출,3970,298131
2020,6,30,여행,수입,6409,304540
2022,12,25,체육대회,지출,4532,300008
2021,11,20,MT,지출,6033,293975
2020,3,15,쇼핑,수입,3199,297174
2020,7,8,여행,수입,7787,304961
2022,7,16,쇼핑,지출,8010,296951
2023,4,25,쇼핑,수입,7997,304948
2023,4,8,쇼핑,수입,9345,314293
2021,3,20,식사,수입,2675,316968
2023,4,15,MT,수입,6966,323934
2021,9,29,여행,지출,5150,318784
2021,9,28,MT,수입,6415,325199
2023,3,11,식사,지출,4701,320498
2020,7,7,여행,지출,3376,317122
2021,6,1,여행,수입,8339,325461
2020,8,4,쇼핑,수입,3045,328506
2020,4,4,여행,지출,3601,324905
2021,9,30,여행,지출,5232,319673
2021,2,26,여행,수입,5007,324680
2020,2,28,쇼핑,지출,9839,314841
2020,4,23,쇼핑,지출,9286,305555
2021,8,15,MT,지출,3124,302431
2023,11,10,쇼핑,수입,7381,309812
2020,12,13,식사,수입,1647,311459
2021,6,4,MT,지출,9317,302142
2023,7,25,쇼핑,수입,1501,303643
2022,4,22,체육대회,지출,1635,302008
2023,8,31,쇼핑,수입,7893,309901
2022,2,27,식사,수입,6344,316245
2021,5,5,쇼핑,수입,6023,322268
2023,5,27,여행,수입,5361,327629
2021,4,18,체육대회,지출,3276,324353
2023,10,6,체육대회,지출,3329,321024
2022,7,4,여행,수입,8093,329117
2020,9,20,쇼핑,수입,8951,338068
2022,1,12,체육대회,지출,2920,335148
2022,7,7,MT,수입,8739,343887
2022,8,3,식사,수입,5051,348938
2020,4,25,식사,지출,3524,345414
2022,1,13,식사,지출,2055,343359
2022,7,8,MT,지출,1087,342272
2020,5,24,체육대회,수입,2037,344309
2023,12,14,식사,지출,8200,336109
2023,9,14,식사,지출,9708,326401
2020,8,7,체육대회,수입,5062,331463
2023,5,17,여행,수입,5598,337061
2021,11,7,체육대회,수입,3400,340461
2020,9,20,쇼핑,수입,7845,348306
2020,10,11,여행,지출,8523,339783
2022,7,27,식사,수입,8194,347977
2020,12,12,쇼핑,수입,9729,357706
2022,8,17,쇼핑,수입,2905,360611
2020,11,16,MT,수입,3092,363703
2020,6,21,여행,지출,6715,356988
2021,7,2,식사,지출,5528,351460
2021,12,29,체육대회,지출,9556,341904
2023,11,7,MT,수입,6800,348704
2020,11,1,여행,지출,6657,342047
2020,3,16,MT,수입,5537,347584
2022,10,2,여행,지출,7298,340286
2023,2,12,식사,수입,2972,343258
2023,6,23,체육대회,지출,3260,339998
2022,11,29,여행,수입,3160,343158
2021,11,6,식사,수입,8196,351354
2023,4,13,여행,지출,5579,345775
2023,10,31,여행,수입,1141,346916
2020,11,23,여행,지출,9141,337775
2023,1,9,MT,수입,4200,341975
2023,5,1,식사,지출,6135,335840
2022,12,26,체육대회,지출,8176,327664
2020,10,1,체육대회,수입,2354,330018
2021,6,3,체육대회,지출,6356,323662
2022,10,11,체육대회,수입,9057,332719
2020,4,1,쇼핑,수입,4387,337106
2021,10,25,식사,수입,7552,344658
2023,12,15,체육대회,지출,3876,340782
2021,1,3,체육대회,지출,7931,332851
2023,5,1,MT,수입,4815,337666
2023,9,15,여행,수입,2811,340477
2023,2,23,쇼핑,지출,3541,336936
2021,6,25,여행,수입,6240,343176
2021,12,14,여행,수입,7343,350519
2023,7,11,쇼핑,수입,2960,353479
2020,10,25,식사,수입,5158,358637
2021,5,28,여행,지출,1015,357622
2021,7,10,식사,수입,2716,360338
2022,5,23,MT,수입,6650,366988
2023,7,4,쇼핑,지출,9101,357887
2023,1,6,식사,지출,8469,349418
2020,8,7,MT,지출,1438,347980
2020,8,31,식사,지출,8315,339665
2021,7,14,체육대회,지출,2662,337003
2021,10,23,식사,지출,9271,327732
2022,7,13,체육대회,지출,3419,324313
2023,10,14,식사,수입,9631,333944
2021,10,26,여행,수입,1867,335811
2023,5,30,여행,지출,2750,333061
2022,12,11,식사,지출,7086,325975
